Avg. Income,Avg. House Age,Avg. Number of Bedrooms,Avg. Number of Bathrooms,Area Population,Price,SqFt
66537.25272,6.346079744,9.268966847,6.12,53721.14129,1817188.451,3759.6900541
78269.14256,6.523187585,6.02347229,2.3,54954.97189,1553976.234,2369.041687
70562.35851,7.037251617,5.012792886,3.48,26073.2223,850593.3377,1968.8378658
65594.06739,7.492803317,7.1136851,3.3,24580.5637,1179987.324,2712.10553
72493.20944,6.609326162,7.509335527,4.23,40722.65597,1554986.695,3171.8006581
60757.08121,6.486568179,8.155915088,5.35,35561.08441,1281378.174,3229.7745264
72920.86775,5.397964171,7.736952387,3.43,35656.22969,1125677.604,2889.0857161
76134.67776,7.248108066,8.425820688,3.13,34956.12616,1705889.887,3331.7462064
56957.83521,5.969854495,5.935709309,2.05,29498.96419,783565.1025,2386.7127927
54642.70628,6.29096854,8.982485924,6.12,42987.06573,1355362.956,3765.7457772000002
60018.89377,6.650993718,5.258696394,3.07,35188.91826,927181.0664,2221.6089182
67417.11235,5.728827797,6.195270308,3.48,36002.29608,1058517.81,2440.5810923999998
56088.6394,6.43064836,8.840667908,6.24,44796.58583,1397564.156,3526.2003724
70850.1305,5.333909302,5.487903073,3.12,14731.96976,635429.2305,2293.3709219
69692.47333,4.614993462,6.377310795,4.27,41818.00491,1104701.234,2663.1932385
68104.65856,5.897648506,7.050999424,3.05,35008.26751,1368134.998,2722.2998272
50521.46356,7.374457938,7.149611673,5.11,36713.86484,1204117.419,3010.8835019
64900.19793,5.30506935,7.260436972,3.31,21815.48888,517937.5895,2694.1310915999998
78951.7359,5.443039346,5.759583193,2.18,31055.05109,1241182.835,2194.8749579
77553.9064,5.061805489,8.535375454,6.45,53405.50581,1603627.28,3539.6126362
56734.35076,6.159101413,8.280403871,4.3,27982.27171,1063206.378,3358.1211613
72827.97132,7.181743678,4.419215488,4.13,39730.48179,1269293.209,1859.7646464
76306.64871,5.356330104,6.73390648,4.15,18041.9435,1063399.275,2882.171944
57293.4274,9.125282873,7.780007631,4.3,27991.84,1561313.838,3148.0022893
65088.08824,5.782009284,6.790149675,3.11,39863.17255,1135613.432,2716.0449025
67813.67658,5.67233669,6.39644509,3.14,30253.85748,1057347.166,2589.933527
52866.90183,6.595790348,5.767253272,4.34,31925.89958,772310.2278,2292.1759816
55956.67846,6.475495935,6.505406567,3.36,32844.56439,989263.2366,2599.6219701
56225.55413,5.901931552,6.686709478,4.13,35245.74481,699323.2624,2801.0128434
71532.97911,8.187045842,7.117961737,3.01,28635.37327,1596342.909,2585.3885211
70514.42574,4.444530278,7.311785484,5.41,52378.25122,1499153.081,2928.5356452
54673.52118,4.49619347,7.081933738,5.31,39160.55327,770770.5849,2842.5801214
58412.28305,5.666298295,8.281878986,6.47,22900.11345,1055484.373,3274.5636958
64861.91338,6.402507331,8.079372683,5.31,25032.13652,1240503.524,3331.8118049000004
82632.04577,5.302244663,5.036428918,3.38,13162.97966,900973.3764,2118.9286754000004
71499.80665,5.533015546,6.767607218,3.11,27417.11183,1035976.953,2629.2821654
75034.52364,5.781936693,5.521846997,3.28,25348.47127,1086447.511,2436.5540991
55447.08154,6.892306935,7.708946587,5.0,37723.28229,1366980.91,3095.6839761
80196.24225,6.675697067,7.275192796,3.17,48694.86414,1616937.019,2601.5578388
60480.05464,7.011621748,7.157214948,4.24,46361.63221,1639944.959,2861.1644844
40581.77809,4.16982037,7.415416068,5.44,48820.23026,509499.589,2985.6248204
61932.87262,6.687367955,6.751208637,4.34,34143.05076,1200125.447,2577.3625911
94392.89788,7.039620141,8.287279331,6.32,41462.12742,2142896.556,3240.1837993000004
66236.42588,6.318402338,6.361764814,4.01,45921.54242,1301089.712,2438.5294442
76771.8852,7.470777841,7.528286855,4.26,35690.21885,1860648.745,3078.4860565
75851.04366,6.298703746,7.151477066,4.45,26831.5434,1283996.968,2797.4431198
60509.83846,5.21502633,7.716666271,5.29,35376.73383,947355.9701,3309.9998813
62052.19499,4.139620469,6.484684915,4.17,41722.6619,875799.2473,2742.4054745
61657.04354,7.519087436,7.926372237,4.0,42285.9628,1483041.335,3004.9116711
92609.2277,5.488401987,7.45762873,5.14,29421.17133,1508856.424,3079.288619
81038.1448,5.017846598,6.797869101,2.36,35371.21257,1302814.489,2485.3607303
54012.57272,6.461488895,7.19091541,5.07,21653.98468,747396.2531,2899.274623
65573.46111,6.061531793,9.090851632,3.43,58195.45703,1723397.089,3531.2554895999997
57335.79077,5.264702041,7.418269493,6.43,41826.05082,1059431.451,3153.4808479000003
64098.08147,6.583447351,7.964419297,3.49,43769.96713,1309397.049,2981.3257891
65212.3664,5.787306592,7.636500321,5.05,29582.72278,981232.6124,2966.9500963
65256.13923,6.5382289,6.895255219,3.24,37875.20166,1389763.822,2620.5765657
89488.63976,5.247829647,7.290631549,6.12,49089.95912,1599963.807,3262.1894647
54415.8328,6.817606266,8.014876701,3.25,38937.78577,1208843.277,3089.4630103
76674.5221,7.152424503,9.293513239,6.17,43156.08678,2059301.343,3507.0539716999997
62702.36894,5.78089459,8.131984058,3.27,47285.46168,1272337.504,3253.5952174000004
72788.16706,6.559882632,7.337689237,3.09,31765.89773,1390377.375,2713.3067711
72415.42799,6.271974379,7.365504405,4.08,28885.0533,1212899.219,2940.6513215
73896.10342,6.182091797,6.080269606,3.05,44256.77913,1393482.85,2548.0808818
87541.45288,6.570193583,6.399106708,3.22,31044.97947,1603046.179,2702.7320124
71843.7589,5.753466993,7.42784464,4.44,27676.2714,1063069.916,3125.353392
74141.33111,4.994616743,6.669292686,3.4,46905.19295,1068492.613,2449.7878058
74101.49304,6.284749966,6.874009026,3.46,34628.53932,1337973.732,2891.2027078
42943.93601,6.289222852,8.366067624,3.25,34468.87383,889831.1511,3235.8202871999997
71267.70625,5.579520822,8.105228297,4.4,36795.39817,1308231.769,3201.5684891
72655.64873,7.545608876,7.201823309,4.1,23623.30007,1612102.097,2888.5469927
72531.1338,4.661801761,6.498815201,4.18,15167.41107,578161.4955,2532.6445603
72259.58273,6.889373104,6.257776744,2.0,45598.89674,1454126.551,2288.3330232
63593.95114,8.016627453,8.005870386,6.47,40186.29337,1684537.961,3160.7611158
85696.20394,6.389427717,4.840595055,4.47,24138.06628,1347210.092,2391.1785165
80077.9305,5.739521833,7.437009145,4.5,30774.39431,1603342.669,2866.1027435
75339.91582,5.407478241,7.422156287,5.07,49307.20981,1383563.574,3066.6468861
54618.23625,6.002618021,5.757165087,4.12,40673.9221,705444.1168,2328.1495261
66829.18388,5.57878808,7.343420851,4.22,48776.92661,1418045.719,3038.0262553000002
82760.37627,6.13569401,6.778563744,4.0,33839.08519,1457755.979,2586.5691232
79769.0529,7.118266013,7.871982757,5.41,22669.67412,1617405.425,3013.5948270999997
46800.37259,7.154695334,4.513353831,4.24,29587.13853,456019.1712,2086.0061493000003
78186.28294,5.500904517,7.183912048,4.37,28130.26592,1348804.229,2705.1736144
65091.30918,5.349422869,8.594842639,5.42,49224.09281,1579360.825,3340.4527917
51218.67826,4.864411174,6.609634039,2.35,21091.58744,385678.1667,2693.8902117
74095.71281,5.908764789,6.847362326,3.0,32774.02197,1121023.437,2473.2086977999998
62769.03468,5.571587866,7.780985804,4.45,43314.16108,1178553.616,2953.2957412
64836.65398,6.490523817,8.271982892,6.3,35163.51684,1296467.994,3610.5948676000003
59141.79644,5.631317375,4.198676629,2.17,29386.58045,313651.5032,1818.6029887000002
66698.73973,4.790645656,8.365383291,5.21,51747.77676,1530294.577,3352.6149873000004
75892.50628,4.715683576,6.793215874,3.15,40908.89232,1249914.395,2521.9647622
70031.27304,4.623344495,9.188667262,4.13,36679.43203,1270432.4,3580.6001785999997
79757.01856,3.962672206,6.360722218,2.08,45130.82828,1123753.734,2426.2166654000002
60029.43264,5.714878538,7.990513702,6.01,32818.06713,1005087.361,3198.1541106
70329.40988,5.988783205,8.343125221,4.36,48077.26496,1712282.259,3223.9375662999996
65907.94668,5.506412845,5.727202199,3.39,33303.5431,698457.6776,2288.1606597
87068.24513,6.427781229,6.539577203,4.12,16083.14442,1322439.108,2583.8731609
76327.21206,7.084664124,6.584016966,3.13,42939.27424,1599615.745,2768.2050897999998
62315.5837,6.68246297,5.764141193,3.41,47163.75462,1142264.248,2301.2423579
63579.89796,3.342599174,7.221147395,6.47,51246.10288,1012768.756,2932.3442185
66197.67377,5.790273451,5.895335124,4.19,55849.46922,1244916.548,2680.6005372
65984.29691,5.560929101,5.77285134,2.18,40976.78683,1016526.594,2072.855402
70894.14113,7.040707991,6.937166766,4.01,24878.46173,1383565.696,2808.1500298
78186.23924,5.838063828,5.133465711,4.17,49617.73142,1526369.647,2210.0397133
59539.4124,6.305095543,7.866082003,3.23,14403.8353,961495.0964,3074.8246009
77163.30057,5.052311501,7.514062032,6.06,27766.76194,1228362.747,3189.2186096
67082.02587,6.244859498,9.028047222,4.45,40412.04776,1674680.741,3562.4141666
53120.62925,6.812372827,9.2002462,5.39,36100.57718,1411217.493,3757.07386
79095.27923,6.666808866,6.738533682,2.5,23624.24894,1476392.551,2572.5601046
71244.17075,6.477168821,5.331010176,2.36,15769.19997,751324.1387,1972.3030528000002
79058.93991,5.0180973,6.68477919,3.35,35074.26481,1366714.376,2699.4337570000002
84703.62823,5.918210783,6.883670877,2.36,51169.58559,1718625.945,2588.1012631
73001.11125,4.728508129,8.461468275,3.38,45338.09139,1344869.28,3032.4404824999997
90972.40613,5.401913201,7.323224846,3.37,24943.96194,1442079.057,2652.9674538
77362.05456,6.03271483,5.382998154,3.31,24171.18247,1000892.046,2317.8994462
70850.16582,6.433339399,8.575994509,5.23,42035.99199,1553395.562,3313.7983526999997
81248.19697,7.939003735,6.749488716,4.25,48922.5214,1969256.933,2619.8466147999998
72173.33087,5.637312098,6.80926661,2.2,42946.08099,1435261.987,2365.779983
46627.78948,5.276614898,6.40733952,3.28,37302.52534,718874.6798,2570.2018559999997
82113.98201,6.744905835,6.596278185,2.43,51561.26314,1883082.276,2334.8834555000003
62622.48379,6.03689561,8.84477396,6.16,48899.51382,1502443.23,3371.4321879999998
70607.28271,6.835841168,4.541466869,3.42,58793.2682,1513650.381,2019.4400607
80335.96155,6.045000331,5.165901842,4.04,56689.27907,1410264.405,2281.7705526
58765.0402,5.506579633,4.882380596,4.12,30997.43904,647691.8352,2311.7141788
86849.84442,5.689341577,6.181227861,3.01,45178.46768,1675062.891,2440.3683583
71918.66832,7.912035606,7.092714041,5.28,23690.69799,1336134.486,2809.8142123
75513.24689,4.607911656,8.086981109,6.5,37175.07064,1376240.615,3563.0943327
66359.15485,6.54649533,8.041198572,6.42,32976.80797,1680017.24,3529.3595716000004
68638.10785,6.445807262,5.98022928,2.49,25380.41301,1186025.951,2396.068784
86084.33523,6.143843489,6.776068462,4.33,24447.1067,1460044.546,2588.8205386
55076.07222,5.955041901,6.499696377,4.06,23794.95178,650939.2067,2616.9089131
74682.22416,7.19809097,7.328709122,4.12,39293.653,1525690.995,2867.6127366
69379.23817,8.20738606,8.273386772,6.4,34612.76372,1827476.196,3303.0160316
61431.82929,6.955535847,6.071830703,3.18,32912.04398,860399.3452,2397.5492108999997
74085.68864,5.885577419,7.813242397,5.35,32481.52177,1574181.732,3165.9727190999997
54204.81112,4.9464429,5.05618974,3.39,39735.06871,333160.9943,2014.856922
60842.80445,5.731377655,8.115024462,3.2,45258.15871,1279681.154,3158.5073386
85429.46598,6.336769915,6.628645005,3.32,36411.83456,1594748.125,2738.5935015
76602.89393,5.634388054,8.440490911,5.13,20927.43079,1495375.423,3510.1472733
65629.88097,6.418471533,7.524874654,6.19,17609.19693,954732.9038,3186.4623962
74227.49523,6.99067676,6.833955902,2.46,25934.6492,1426695.686,2547.1867706
79671.414,6.295516139,6.840125382,2.44,35953.15723,1468459.955,2504.0376146
71816.27643,5.49448752,8.629268407,6.27,41178.26119,1607863.828,3390.7805221
54623.76529,5.844598703,8.297124357,4.03,41939.51507,888866.3945,3021.1373071
61536.55722,6.670542907,6.994015904,2.15,29346.7209,1151341.85,2726.2047712
66357.52842,6.37806605,7.221474525,6.36,38072.28468,1045704.7,3018.4423575
64957.92638,5.079228835,7.64833492,4.0,49513.89643,1279160.988,3149.500476
86895.59621,6.686490402,7.321513124,6.26,38042.73612,1799455.406,3113.4539372
90533.31352,6.705843518,8.151471141,3.23,46610.73557,2005167.48,2886.4413423
65939.88495,7.47810445,7.555919437,6.18,29620.83953,1492612.189,3156.7758311
56505.8278,5.300533643,7.795375,3.43,30995.48817,976481.7168,3008.6125
60564.05153,5.666158556,8.382339218,5.03,49574.10417,1247002.164,3466.7017654
78606.74714,7.031773829,5.093526735,3.37,51235.58929,1426682.135,2147.0580205
72747.12903,5.665250632,6.783121452,3.35,35060.34863,1171989.718,2581.9364355999996
76193.71636,5.996661954,7.909545202,4.18,26736.096,1370909.952,3072.8635606000003
70912.89173,5.354226921,7.508775907,3.46,20797.82193,1083071.56,2843.6327721000002
81922.74753,6.134660958,6.720772557,2.01,21677.01339,1065656.023,2635.2317671
73312.88817,7.242393804,7.064878233,4.16,32256.70451,1492095.143,2750.4634699
48483.9423,6.082064754,7.405948947,5.05,35848.08127,936864.6878,2938.7846841
85009.06739,6.469294552,6.774243351,3.39,48601.79746,1966139.928,2721.2730053
79029.46045,7.405166506,5.448580097,4.24,48607.09542,1558196.969,2408.5740291
70301.23794,5.807494543,5.838844174,3.25,49076.65438,1280588.342,2478.6532521999998
46339.90081,4.16897216,8.159537583,4.27,52123.99386,853750.6529,3286.8612749000004
68272.31965,4.079320164,7.983259576,4.05,30937.82848,978824.6016,3016.9778728
60285.60617,5.142414685,9.916528435,3.14,27370.18572,1273554.278,3688.9585305
62671.7307,5.53792673,6.402028317,4.44,31702.71455,798659.2171,2624.6084951000003
66615.88992,6.401788641,4.894203341,4.01,48604.07439,1114128.47,2166.2610022999997
78431.31041,4.559870598,7.499446787,3.13,23623.30098,1108894.003,2921.8340361
46646.71054,6.331878075,6.726795812,3.45,34006.8653,710269.214,2610.0387436
72405.47169,4.372603839,7.473793129,6.31,35062.88654,1142127.884,3212.1379386999997
66225.9048,6.333788793,6.47618593,3.47,44384.51974,1378269.573,2435.855779
56106.35671,7.002809147,6.744228166,3.48,46002.90396,1140126.187,2869.2684498
65896.42207,5.831725358,6.586285834,2.2,34170.33666,999146.8694,2492.8857502
71601.64106,6.066999487,7.24990524,4.24,34787.46537,1289201.391,2744.971572
57584.84524,6.235777366,4.674073564,2.12,46724.89921,973197.7753,1791.2220692
65075.85776,6.721001606,8.103550071,6.26,30826.07821,1511653.455,3280.0650213000004
69635.59875,6.721373834,6.264976849,2.09,26312.35883,1158677.202,2262.4930547
62829.04181,5.660218312,7.1419209,6.13,29277.53809,1009093.802,3213.57627
57093.5638,6.684657867,6.987216614,2.18,19379.02082,861013.9461,2550.1649842
72919.12901,5.386386504,7.276382135,4.49,26625.13907,1064371.764,2820.9146405
92774.67569,5.990648916,7.163240961,5.38,35016.45522,1883469.244,3185.9722883
59443.2013,7.229017691,8.363863794,3.09,28100.31771,1191340.826,3242.1591382
71677.30733,5.234875252,6.581868523,3.39,38736.902,1300303.407,2473.5605569
77620.92115,5.871168062,6.678357597,4.12,29115.68485,1126042.405,2652.5072791000002
95236.13705,5.693896342,7.074092795,3.42,41524.5833,1848511.108,2613.2278385
73145.48576,5.699428201,5.63625957,2.0,31750.26767,1072874.61,2248.8778709999997
62311.38775,5.492310439,5.69082542,4.23,51601.59401,1019127.733,2336.2476260000003
66854.38762,5.01648718,6.65222125,4.16,41382.7259,1210161.07,2623.666375
70520.27278,6.62829804,6.146798103,4.48,51639.30697,1561234.133,2741.0394309000003
94241.82332,7.701205702,8.07153507,6.29,39139.57297,2180065.598,3403.460521
83664.38976,4.950569548,7.654162707,4.3,39642.12993,1665515.246,2943.2488121
62241.12414,5.294242885,7.23075355,3.18,55613.37571,1307136.335,2784.226065
74286.58229,7.101270018,6.336485313,2.44,33439.44416,1604207.684,2580.9455939
70217.78035,5.576018451,6.431351307,4.1,38779.34601,1057125.839,2803.4053921
35454.71466,6.855708364,6.018646503,4.5,59636.40255,1077805.578,2405.5939509
80707.40491,6.71487204,5.362668496,2.25,25433.30292,1328525.02,2177.8005488
54921.90981,4.818996769,6.134419623,3.09,49547.45563,1017775.512,2283.3258869
67258.58756,6.370638426,6.517625123,2.45,50955.57254,1443816.971,2601.2875369000003
77509.1378,6.120737116,7.35036172,5.46,18264.23005,1322010.057,2919.1085160000002
57759.76528,5.437861629,6.100550699,3.29,49698.19872,1064939.523,2607.1652097
54234.38403,5.223595355,7.088515213,6.33,37393.99871,768541.9161,3178.5545639
63438.72757,5.640162344,9.151531303,6.12,32180.36047,1244563.275,3505.4593909
40141.56648,5.055819675,7.398153931,4.46,53364.46288,744291.0273,2838.4461793
86197.02921,6.043554706,7.655375007,3.34,44099.53527,1879416.222,2921.6125021
75992.00382,5.040896433,6.984770177,3.17,39503.09807,1131698.214,2772.4310531
61482.9788,4.376969185,7.794518337,5.02,34993.8414,1000713.586,3295.3555011000003
70256.36021,5.003684188,8.579138669,3.1,45672.38999,1313128.138,3052.7416007
91328.09244,5.127415452,6.542597958,4.32,49530.00034,1810561.175,2583.7793874
75106.27744,7.212557777,8.06556841,5.5,41143.43774,1877268.75,3328.670523
79908.15987,5.725050746,6.445200711,3.3,40229.98785,1495672.594,2488.5602133
93763.11282,4.971603712,6.34099626,2.19,44047.91117,1708102.102,2451.298878
50167.48628,7.559816059,7.358229667,3.08,34292.30694,1058356.18,2909.4689001
51391.64435,5.559525611,6.903848074,3.13,28063.71796,681089.9189,2612.1544221999998
79823.40945,5.744808417,9.632403031,5.35,41545.61226,1958064.742,3803.7209093
65913.86161,4.85783342,5.35501255,2.44,12450.57847,353240.0547,2262.503765
69603.69066,7.433065419,5.097025362,2.05,31337.78085,1054304.172,1933.1076086
46367.20586,5.290720476,5.181613804,4.5,26015.29645,268050.8147,2429.4841412
66195.33771,6.507971363,6.611861145,3.14,37288.92357,1318597.715,2693.5583435
76899.282,5.347527265,7.763502241,3.25,37825.7798,1334537.424,2935.0506723000003
54427.91151,7.190023019,7.332134662,3.03,54045.94271,1598736.4,2775.6403986
82920.87837,6.171501482,7.146499889,4.27,33935.97227,1699952.814,2985.9499667
47121.00996,6.714882023,6.650922645,3.23,46303.46211,1012269.82,2781.2767935
74968.41732,4.709498404,6.556382369,3.08,28045.42214,1093506.014,2561.9147107
68222.74258,6.309069335,7.057061921,6.22,32660.43971,1064703.305,2895.1185763
61485.87399,5.871462161,7.851276189,4.4,38179.7804,1184614.087,2925.3828567
72894.73717,6.029107996,6.563053295,4.01,37796.05565,1146480.214,2552.9159885
68254.59597,7.898190691,7.485572515,4.36,48908.77158,1925615.841,2932.6717545
62088.7009,7.053111108,7.113968421,5.23,38337.47841,1233882.555,2792.1905263
60658.64833,4.537629827,6.440243236,3.49,45004.97002,822685.3746,2593.0729708
76321.06269,6.673099833,7.488046582,4.46,56696.5175,1935831.039,3155.4139746
52141.35901,7.567152938,7.299796422,3.28,29595.43143,912585.6212,2722.9389266
75080.17356,5.96980058,7.215912137,5.35,50408.86017,1636906.288,3140.7736411
62117.45462,7.314992002,6.396100737,3.13,26295.43966,1197929.743,2550.8302211
74253.44319,4.404914662,5.280332632,3.25,44939.67256,1039794.767,2399.0997896
65561.45584,5.31942298,6.52610149,2.47,40231.69688,1033450.139,2466.8304470000003
58124.42346,5.937759405,6.82234662,2.34,28863.86803,839589.8445,2599.703986
62159.22759,5.162849624,4.316259054,2.04,36644.53024,782800.4947,1867.8777162
88722.95954,5.864465922,5.987424292,4.06,29896.67417,1547127.386,2421.2272875999997
74791.01675,6.113429406,7.480408801,6.45,29153.79965,1518706.283,3382.1226403
67305.62475,6.324094874,5.482822603,2.42,39369.64412,1074456.402,2321.8467809
51195.89533,5.9914286,7.044419781,4.05,30028.62167,671960.6449,3017.3259343
63223.36961,4.944630706,8.087356625,3.32,35891.80616,1185734.958,3039.2069875
78788.43952,6.772487473,6.637597521,4.01,38656.43139,1518454.06,2597.2792563000003
58367.69006,5.676386932,6.219390711,4.46,28800.90988,666745.6714,2627.8172133
65149.89591,5.561847875,7.121417616,6.36,29190.88798,988014.7561,3076.4252847999996
72416.4809,6.162244128,7.26895352,4.44,6805.740783,997452.5009,2793.686056
81374.67105,6.594022951,8.386460431,4.09,38647.50306,1791307.241,3067.9381293
70342.67105,4.555560605,7.309919375,6.34,34970.8158,1223589.046,3254.9758125
68966.97557,4.999247837,8.05950533,5.5,39917.43412,1321257.251,3367.851599
60104.12113,7.701145053,7.259001316,6.33,31781.92474,1193687.181,3137.7003948
55192.84986,5.953993576,6.672181063,4.07,36705.90669,840208.743,2691.6543189
68599.73827,6.674203658,6.596354226,2.13,42548.11004,1474745.015,2397.9062678
76611.88932,5.44775581,8.570526058,5.22,33001.91467,1527439.717,3276.1578174
45318.67418,5.709232968,6.925560994,2.36,47223.16427,802048.4455,2750.6682981999998
73714.16483,6.10737087,6.337053805,3.08,30049.17001,1016960.655,2558.1161414999997
59961.0953,6.735728991,6.09209959,3.49,31853.71173,1051230.001,2638.6298770000003
70444.46273,4.717135602,7.883996339,3.46,41919.58394,1209964.352,2831.1989017
66638.86604,7.97322039,6.229155635,4.25,26641.70332,1357208.238,2588.7466905
73869.53552,6.396437855,7.506733034,5.46,25694.24731,1513846.595,3075.0199102
74112.79329,4.41258546,8.054621723,3.09,66995.47405,1737570.505,2831.3865169
44180.46084,7.116575231,6.902485454,3.32,30809.96748,613370.8511,2571.7456362
65279.34259,4.470479271,6.924873897,4.39,29971.89976,767784.6304,2742.4621691
63342.29146,5.594225849,8.166272153,3.19,31726.66848,1181663.484,3266.8816459
77352.6376,9.008900092,5.89476188,3.49,39667.50726,1898168.684,2376.428564
76053.55143,6.999755804,5.449274802,3.49,45636.33004,1471784.005,2330.7824406
92669.58803,5.302770726,5.419235783,4.11,31467.48119,1397461.553,2338.7707349
40748.65309,6.250398044,5.586794442,2.47,46643.15684,664465.331,2170.0383326
68176.06978,5.43639597,7.812731256,3.42,32525.44517,1128252.819,2927.8193768
84824.22063,5.866066338,7.22911211,3.26,27862.67322,1273629.124,2792.733633
38571.96367,7.425291725,5.723008685,3.47,47386.79361,968411.6244,2316.9026055
63843.75576,6.240694096,6.408500539,3.13,37703.29694,1071537.376,2710.5501617
87444.16914,7.078048191,4.959858562,3.37,51591.67557,1802294.289,2307.9575686
63409.97679,5.767622925,6.087208749,4.08,56256.98203,1369582.582,2475.1626247000004
55096.79665,6.848472133,7.432613146,5.04,52405.28006,1350283.997,3145.7839438
84597.30492,5.522653204,7.875011965,3.37,31143.88966,1637831.328,2963.5035895
71408.29574,6.565006381,7.232609527,6.21,49463.04926,1574279.814,3203.7828581
77376.17331,4.771499466,7.723844672,5.04,38105.77786,1251063.65,2941.1534016
58968.02847,5.39432198,5.68870348,4.22,50936.33086,992622.7693,2309.611044
86528.92654,6.013689621,7.966109181,4.13,27593.12576,1616505.354,2970.8327543
63274.67073,5.490367991,8.562229307,3.0,38904.6674,1440106.864,3098.6687921000002
72264.48799,5.557734338,6.627170812,3.0,32827.67547,1139014.194,2474.1512436000003
56180.59143,6.201921172,7.180671094,4.27,41036.28415,1139072.772,2898.2013282
59952.6575,5.237950174,8.194571351,5.49,50752.19402,1243491.572,3411.3714053000003
59938.7511,6.506753669,4.990364539,2.33,44065.14943,1021126.683,2200.1093616999997
72847.98842,5.947064302,6.459058728,3.03,21985.73467,960918.6584,2684.7176184
65803.60065,6.730870185,7.063988358,4.06,36011.05117,1306288.227,2965.1965074
73177.6246,6.706442844,7.226916324,6.24,41971.16183,1537897.118,3275.0748972
64469.03364,4.53453824,5.839049562,2.03,43745.99082,909885.8014,2449.7148686
87928.13754,5.416960597,7.868288356,6.21,47452.35785,1752112.604,3241.4865068
70844.20552,4.177213846,7.508958054,5.34,33483.65248,1129388.123,3063.6874162
87758.43321,6.650251813,8.607612195,3.16,47320.68158,2024902.521,3114.2836585
60555.40504,4.986857752,6.949333598,2.5,49309.85488,1164968.877,2629.8000794
60055.6062,4.873748964,7.505243752,4.27,44435.16452,1187454.672,3160.5731256
88603.20878,7.097176548,5.232616153,2.16,37215.66964,1675702.223,2211.7848459
62873.36969,5.77793627,7.606141984,5.27,41637.79529,1163559.471,2993.8425952
54226.29131,5.370173558,7.505222178,4.33,35596.82458,814240.2816,3072.5666534
76309.49463,6.069625962,7.668535369,4.09,42652.36735,1480674.799,2889.5606107
68297.51805,5.533759171,8.25721362,4.35,23177.58185,1281308.332,3163.1640859999998
58895.33095,6.594265542,6.007374115,4.14,41856.36586,1187044.053,2376.2122345
75782.33514,6.341340988,6.00973669,4.16,23287.07176,1267803.317,2378.921007
72314.85339,4.940391314,7.692426833,6.45,35998.31948,1094792.003,3405.7280499
70422.29342,8.13280735,7.223042535,3.17,20206.52406,1489574.137,2610.9127605
80407.31142,5.84664328,6.592001517,3.28,22800.03696,1280995.549,2447.6004551
65069.948,4.221881955,6.912043937,4.38,45095.69976,1046347.121,2779.6131811
72932.2493,5.208296792,6.865190715,4.21,30072.71973,1149694.034,2665.5572145
54769.37737,6.719086945,7.530411171,3.45,39001.57097,1063344.635,2880.1233513
79296.69912,5.935679694,7.120473637,4.06,24298.97473,1377113.026,2658.1420911
82353.28923,6.324068041,6.771239177,2.49,31745.92453,1459525.376,2477.3717531
38122.52449,6.336108942,7.762550883,5.12,38067.55218,899609.3001,3137.7652649
60757.31681,4.921578679,6.205327517,3.5,29017.40872,482689.7034,2408.5982550999997
66469.36947,4.663863395,6.117542391,4.13,22670.60862,412269.2034,2412.2627173
59007.67323,5.880081118,7.220505049,6.49,33631.22917,1209797.58,3244.1515147
88876.31715,4.638457767,5.971224419,3.09,29004.16405,1342506.921,2540.3673257
63242.15127,5.528790248,6.206599757,4.21,14291.15303,727866.5252,2386.9799271
62974.42537,5.542326814,7.834172769,3.12,48184.91635,1447250.999,2763.2518307
86744.04917,6.011564179,6.035038932,4.38,32474.83452,1578766.05,2369.5116796
69801.45176,6.26907634,7.69192696,4.38,37852.54171,1578737.436,2956.578088
63542.30939,6.221356581,7.365228618,4.11,57318.78664,1445527.137,2776.5685854
78403.63796,5.781019805,5.230196186,4.49,33686.36508,1221823.704,2183.0588558
85662.30268,6.435739431,8.729621024,3.23,42401.60109,2031338.347,3370.8863072
82851.73021,4.865250903,6.773178179,2.22,33366.27464,1232974.142,2450.9534537000004
70934.93726,6.443632205,7.026753231,6.14,36394.25392,1426402.807,2965.0259693
64354.77327,4.312952153,6.329670664,3.09,25495.35594,520217.893,2674.9011992
79243.23682,5.822324358,6.544602746,4.23,32761.55673,1314770.47,2610.3808238
74944.34679,6.31097907,6.434659153,3.44,31389.29137,1249331.45,2540.3977459
77545.92569,6.095807993,7.896170057,5.47,52740.40917,1835564.689,3100.8510171
69789.3274,5.221322332,6.34119585,2.36,40473.76525,1018173.703,2313.358755
60308.91266,3.686286995,7.294096424,3.32,35971.47013,607858.9912,2963.2289272
89130.03276,4.332033874,7.000667096,3.45,39154.78733,1340983.25,2838.2001288
73505.59765,6.02600547,5.977781617,2.24,39677.32771,1292740.446,2175.3344851
84023.32886,7.102030845,6.650462095,4.32,33106.20003,1772780.143,2664.1386285
53971.24038,7.211169204,5.966878902,3.25,46685.36336,1131887.762,2313.0636706
74750.18655,6.195458468,7.57447372,4.06,36538.75655,1603627.938,2969.3421160000003
56128.00428,5.672980895,6.797289868,3.38,32807.5098,809121.1058,2719.1869604000003
73886.08076,5.543674113,5.586250787,2.16,26038.50819,987004.0837,2309.8752360999997
45781.23446,5.457036915,5.892084942,4.43,34660.18308,676970.6909,2358.6254826000004
59788.21893,4.658987164,6.189798583,4.34,15036.26809,461473.5665,2421.9395749
